sample,test.result.1,test.result.2,test.result.3,conformity
P36.W68,a,y,y,FALSE
P36.W69,y,a,a,FALSE
P36.W70,y,a,y,FALSE
P36.W71,a,a,a,TRUE
P36.W72,y,a,a,FALSE
P36.W73,y,a,y,FALSE
P36.W74,y,a,a,FALSE
P36.W75,a,a,a,TRUE
P36.W76,a,a,a,TRUE
P36.W77,a,a,a,TRUE
P36.W78,a,a,a,TRUE
P36.W79,y,y,a,FALSE
P36.W80,a,y,a,FALSE
P36.W81,y,y,a,FALSE
P36.W82,a,a,a,TRUE
P36.W83,y,y,a,FALSE
P36.W84,a,a,n,FALSE
P36.W85,a,a,a,TRUE
P36.W86,y,a,a,FALSE
P36.W87,n,n,n,TRUE
P36.W88,a,a,y,FALSE
P36.W89,y,a,a,FALSE
P36.W90,y,y,a,FALSE
P36.W91,y,a,a,FALSE
P36.W92,y,a,a,FALSE
P36.W93,y,a,a,FALSE
P36.W94,y,a,a,FALSE
P36.W95,y,a,y,FALSE
P36.W96,y,a,a,FALSE
P37.W01,y,a,y,FALSE
P37.W02,a,a,a,TRUE
P37.W03,a,a,a,TRUE
P37.W04,a,a,a,TRUE
P37.W05,a,a,a,TRUE
P37.W06,a,a,a,TRUE
P37.W07,a,a,a,TRUE
P37.W08,a,a,a,TRUE
P37.W09,y,a,a,FALSE
P37.W10,a,a,a,TRUE
P37.W11,a,a,a,TRUE
P37.W12,n,a,a,FALSE
P37.W13,y,a,y,FALSE
P37.W14,y,a,a,FALSE
P37.W15,a,a,a,TRUE
P37.W16,a,a,a,TRUE
P37.W17,y,a,a,FALSE
P37.W18,a,a,a,TRUE
P37.W19,y,a,a,FALSE
P37.W20,a,a,a,TRUE
P37.W21,y,a,a,FALSE
P37.W22,y,a,a,FALSE
P37.W23,a,a,a,TRUE
P37.W24,a,y,a,FALSE
P37.W25,a,a,a,TRUE
P37.W26,a,a,a,TRUE
P37.W27,y,a,a,FALSE
P37.W28,a,a,a,TRUE
P37.W29,y,a,a,FALSE
P37.W30,a,a,a,TRUE
P37.W31,y,a,a,FALSE
P37.W32,y,y,a,FALSE
P37.W33,y,a,a,FALSE
P37.W34,a,a,a,TRUE
P37.W35,a,a,a,TRUE
P37.W36,a,a,a,TRUE
P37.W37,a,a,a,TRUE
P37.W38,a,a,a,TRUE
P37.W39,a,y,a,FALSE
P37.W40,a,a,a,TRUE
P37.W41,a,a,a,TRUE
P37.W42,a,a,a,TRUE
P37.W43,y,y,a,FALSE
P37.W44,a,a,a,TRUE
P37.W45,a,a,a,TRUE
P37.W46,a,a,a,TRUE
P37.W47,a,a,a,TRUE
P37.W48,a,a,a,TRUE
P37.W49,a,a,a,TRUE
P37.W50,y,y,a,FALSE
P37.W51,a,a,a,TRUE
P37.W52,a,a,a,TRUE
P37.W53,a,a,a,TRUE
P37.W54,y,a,a,FALSE
P37.W55,y,a,a,FALSE
P37.W56,a,a,a,TRUE
P37.W57,y,a,a,FALSE
P37.W58,a,a,a,TRUE
P37.W59,a,a,a,TRUE
P37.W60,a,a,a,TRUE
P37.W61,a,a,a,TRUE
P37.W62,a,a,a,TRUE
P37.W63,a,a,a,TRUE
P37.W64,a,a,a,TRUE
P37.W65,y,a,a,FALSE
P37.W66,y,a,a,FALSE
P37.W67,a,a,a,TRUE
P37.W68,a,a,a,TRUE
P37.W69,a,a,a,TRUE
P37.W70,y,a,a,FALSE
P37.W71,a,a,a,TRUE
P37.W72,y,y,a,FALSE
P37.W73,a,a,a,TRUE
P37.W74,y,a,a,FALSE
P37.W75,y,a,a,FALSE
P37.W76,a,a,y,FALSE
P37.W77,a,a,a,TRUE
P37.W78,a,a,a,TRUE
P37.W79,a,a,a,TRUE
P37.W80,a,a,a,TRUE
P37.W81,y,a,a,FALSE
P37.W82,a,y,a,FALSE
P37.W83,y,y,a,FALSE
P37.W84,a,a,a,TRUE
P37.W85,a,a,a,TRUE
P37.W86,y,a,a,FALSE
P37.W87,a,a,a,TRUE
P37.W88,y,a,a,FALSE
P37.W89,a,a,a,TRUE
P37.W90,a,a,a,TRUE
P37.W91,a,a,a,TRUE
P37.W92,a,a,a,TRUE
P37.W93,a,a,a,TRUE
P37.W94,a,a,a,TRUE
P37.W95,a,a,a,TRUE
P37.W96,a,y,y,FALSE
P38.W01,y,y,y,TRUE
P38.W03,a,n,a,FALSE
P38.W05,y,y,y,TRUE
P38.W06,y,y,y,TRUE
P38.W07,y,y,y,TRUE
P38.W08,y,y,y,TRUE
P38.W09,y,y,y,TRUE
P38.W10,y,y,y,TRUE
P38.W11,y,y,y,TRUE
P38.W13,y,y,y,TRUE
P38.W14,y,y,y,TRUE
P38.W15,y,y,y,TRUE
P38.W16,y,y,y,TRUE
P38.W17,y,y,y,TRUE
P38.W18,y,y,y,TRUE
P38.W19,y,y,y,TRUE
P38.W20,y,y,y,TRUE
P38.W21,y,y,y,TRUE
P38.W23,y,y,y,TRUE
P38.W24,y,y,y,TRUE
P38.W25,y,y,y,TRUE
P38.W26,y,y,y,TRUE
P38.W27,y,y,y,TRUE
P38.W30,y,y,y,TRUE
P38.W31,y,y,y,TRUE
P38.W32,y,y,y,TRUE
P38.W33,y,y,y,TRUE
P38.W34,y,y,y,TRUE
P38.W35,y,a,y,FALSE
P38.W36,y,y,y,TRUE
P38.W39,y,y,y,TRUE
P38.W40,y,y,y,TRUE
P38.W42,y,y,y,TRUE
P38.W43,y,y,y,TRUE
P38.W44,y,y,y,TRUE
P38.W45,y,y,y,TRUE
P38.W46,y,y,y,TRUE
P38.W47,y,y,y,TRUE
P38.W48,y,y,y,TRUE
P38.W50,y,y,y,TRUE
P38.W52,y,y,y,TRUE
P38.W53,y,y,y,TRUE
P38.W54,y,y,y,TRUE
P38.W55,y,y,y,TRUE
P38.W56,y,y,y,TRUE
P38.W57,y,y,y,TRUE
P38.W59,y,y,a,FALSE
P38.W61,y,y,y,TRUE
P38.W62,y,y,y,TRUE
P38.W63,y,y,y,TRUE
P38.W64,y,y,y,TRUE
P38.W65,y,y,y,TRUE
P38.W66,y,y,y,TRUE
P38.W68,y,y,y,TRUE
P38.W70,y,y,y,TRUE
P38.W71,y,y,y,TRUE
P38.W72,y,y,y,TRUE
P38.W73,y,y,y,TRUE
P38.W74,y,y,y,TRUE
P38.W75,y,y,y,TRUE
P38.W76,y,y,y,TRUE
P38.W78,y,y,y,TRUE
P38.W79,y,y,y,TRUE
P38.W80,y,y,y,TRUE
P38.W81,y,y,y,TRUE
P38.W83,y,y,y,TRUE
P38.W84,a,a,a,TRUE
P38.W85,y,y,y,TRUE
P38.W86,y,y,y,TRUE
P38.W88,y,y,y,TRUE
P38.W89,y,y,y,TRUE
P38.W90,y,y,y,TRUE
P38.W91,y,y,y,TRUE
P38.W92,y,y,a,FALSE
P38.W94,a,a,y,FALSE
P38.W96,y,a,a,FALSE
P39.W01,y,y,y,TRUE
P39.W03,y,a,a,FALSE
P39.W05,y,y,y,TRUE
P39.W06,y,y,y,TRUE
P39.W07,y,y,y,TRUE
P39.W08,y,y,y,TRUE
P39.W09,y,y,y,TRUE
P39.W10,y,y,y,TRUE
P39.W11,y,y,y,TRUE
P39.W12,a,a,n,FALSE
P39.W13,y,y,y,TRUE
P39.W14,y,y,y,TRUE
P39.W15,y,y,y,TRUE
P39.W16,y,y,y,TRUE
P39.W17,y,y,y,TRUE
P39.W18,y,y,y,TRUE
P39.W19,y,y,y,TRUE
P39.W22,y,y,y,TRUE
P39.W23,y,y,y,TRUE
P39.W25,y,y,y,TRUE
P39.W26,y,y,y,TRUE
P39.W27,y,y,y,TRUE
P39.W29,y,y,y,TRUE
P39.W30,y,y,y,TRUE
P39.W31,y,y,y,TRUE
P39.W32,y,y,y,TRUE
P39.W34,y,y,y,TRUE
P39.W35,y,y,y,TRUE
P39.W36,y,y,y,TRUE
P39.W37,y,y,y,TRUE
P39.W39,y,y,y,TRUE
P39.W40,y,y,y,TRUE
P39.W42,y,y,y,TRUE
P39.W43,y,y,y,TRUE
P39.W44,y,y,y,TRUE
P39.W45,y,y,y,TRUE
P39.W46,y,y,y,TRUE
P39.W47,y,y,y,TRUE
P39.W50,y,y,y,TRUE
P39.W51,y,y,y,TRUE
P39.W52,y,y,y,TRUE
P39.W53,y,y,y,TRUE
P39.W54,y,a,a,FALSE
P39.W55,y,y,y,TRUE
P39.W56,y,y,y,TRUE
P39.W57,y,y,y,TRUE
P39.W59,y,y,y,TRUE
P39.W60,y,y,y,TRUE
P39.W61,y,y,y,TRUE
P39.W62,y,y,y,TRUE
P39.W63,y,y,y,TRUE
P39.W64,y,y,y,TRUE
P39.W65,y,y,y,TRUE
P39.W66,y,y,y,TRUE
P39.W67,y,y,y,TRUE
P39.W68,y,y,y,TRUE
P39.W70,y,y,y,TRUE
P39.W71,y,a,a,FALSE
P39.W72,y,y,y,TRUE
P39.W73,y,y,y,TRUE
P39.W74,y,y,y,TRUE
P39.W75,y,y,a,FALSE
P39.W78,y,y,y,TRUE
P39.W79,y,y,y,TRUE
P39.W80,y,y,y,TRUE
P39.W81,y,y,y,TRUE
P39.W82,y,a,y,FALSE
P39.W83,y,y,y,TRUE
P39.W84,y,a,y,FALSE
P39.W85,y,y,y,TRUE
P39.W86,y,y,y,TRUE
P39.W88,y,y,y,TRUE
P39.W90,y,y,y,TRUE
P39.W91,y,y,y,TRUE
P39.W93,y,y,y,TRUE
P39.W95,y,y,y,TRUE
P39.W96,y,y,a,FALSE
P40.W01,a,y,a,FALSE
P40.W02,y,y,y,TRUE
P40.W03,a,a,n,FALSE
P40.W04,a,a,a,TRUE
P40.W05,y,y,a,FALSE
P40.W06,a,n,n,FALSE
P40.W07,a,y,a,FALSE
P40.W08,y,a,y,FALSE
P40.W09,y,y,y,TRUE
P40.W10,a,a,a,TRUE
P40.W11,y,y,y,TRUE
P40.W12,a,a,n,FALSE
P40.W13,a,a,a,TRUE
P40.W14,y,y,a,FALSE
P40.W15,y,y,y,TRUE
P40.W16,y,y,y,TRUE
P40.W17,a,a,n,FALSE
P40.W18,a,a,n,FALSE
P40.W19,y,y,y,TRUE
P40.W20,y,a,a,FALSE
P40.W21,y,y,a,FALSE
P40.W22,y,y,y,TRUE
P40.W23,a,y,y,FALSE
P40.W24,y,y,y,TRUE
P40.W25,y,a,a,FALSE
P40.W26,a,a,n,FALSE
P40.W27,y,y,y,TRUE
P40.W28,y,a,a,FALSE
P40.W29,a,y,y,FALSE
P40.W30,a,a,a,TRUE
P40.W31,y,y,y,TRUE
P40.W32,y,a,y,FALSE
P40.W33,y,y,y,TRUE
P40.W34,y,y,y,TRUE
P40.W35,y,y,a,FALSE
P40.W36,y,a,a,FALSE
P40.W37,y,a,a,FALSE
P40.W38,y,y,a,FALSE
P40.W39,y,y,y,TRUE
P40.W40,y,y,y,TRUE
P40.W41,a,y,a,FALSE
P40.W42,y,a,a,FALSE
P40.W43,y,y,y,TRUE
P40.W44,y,a,a,FALSE
P40.W45,y,a,a,FALSE
P40.W46,y,y,a,FALSE
P40.W47,a,y,a,FALSE
P40.W48,y,y,y,TRUE
P40.W49,y,y,y,TRUE
P40.W50,a,n,n,FALSE
P40.W51,y,y,y,TRUE
P40.W52,y,y,y,TRUE
P40.W53,y,y,y,TRUE
P40.W54,y,y,y,TRUE
P40.W55,y,y,y,TRUE
P40.W56,y,y,y,TRUE
P40.W57,y,y,y,TRUE
P40.W58,y,y,a,FALSE
P40.W59,y,y,y,TRUE
P40.W60,y,y,y,TRUE
P40.W61,a,a,a,TRUE
P40.W62,a,a,n,FALSE
P40.W63,y,a,a,FALSE
P40.W64,y,y,a,FALSE
P40.W65,a,y,y,FALSE
P40.W66,y,y,y,TRUE
P40.W67,y,a,a,FALSE
P40.W68,y,y,y,TRUE
P40.W69,y,y,y,TRUE
P40.W70,y,y,y,TRUE
P40.W71,n,n,n,TRUE
P40.W72,y,y,y,TRUE
P40.W73,y,y,y,TRUE
P40.W74,y,y,y,TRUE
P40.W75,y,y,y,TRUE
P40.W76,a,y,a,FALSE
P40.W77,y,y,a,FALSE
P40.W78,y,y,a,FALSE
P40.W79,y,y,y,TRUE
P40.W80,y,y,y,TRUE
P40.W81,y,y,y,TRUE
P40.W82,y,y,y,TRUE
P40.W83,y,y,y,TRUE
P40.W84,n,n,n,TRUE
P40.W85,y,a,a,FALSE
P40.W86,y,y,y,TRUE
P40.W87,y,y,a,FALSE
P40.W88,a,a,a,TRUE
P40.W89,y,y,y,TRUE
P40.W90,y,y,y,TRUE
P40.W91,y,y,y,TRUE
P40.W92,y,y,a,FALSE
P40.W93,a,a,n,FALSE
P40.W94,a,a,a,TRUE
P40.W95,y,y,y,TRUE
P40.W96,y,y,y,TRUE
P41.W01,y,y,a,FALSE
P41.W02,y,y,y,TRUE
P41.W03,a,a,n,FALSE
P41.W04,y,y,a,FALSE
P41.W05,a,y,a,FALSE
P41.W06,a,a,a,TRUE
P41.W07,y,y,y,TRUE
P41.W08,y,y,y,TRUE
P41.W09,y,y,y,TRUE
P41.W10,y,a,y,FALSE
P41.W11,y,y,y,TRUE
P41.W12,y,y,a,FALSE
P41.W13,y,y,y,TRUE
P41.W14,y,y,a,FALSE
P41.W15,y,y,y,TRUE
P41.W16,y,y,y,TRUE
P41.W17,a,a,n,FALSE
P41.W18,a,y,y,FALSE
P41.W19,y,y,y,TRUE
P41.W20,y,y,y,TRUE
P41.W21,y,y,a,FALSE
P41.W22,y,y,y,TRUE
P41.W23,a,a,n,FALSE
P41.W24,y,y,a,FALSE
P41.W25,y,a,y,FALSE
P41.W26,y,a,a,FALSE
P41.W27,y,y,a,FALSE
P41.W28,a,a,a,TRUE
P41.W29,y,y,y,TRUE
P41.W30,y,a,a,FALSE
P41.W31,y,y,y,TRUE
P41.W32,y,y,y,TRUE
P41.W33,y,y,y,TRUE
P41.W34,y,y,a,FALSE
P41.W35,y,a,y,FALSE
P41.W36,y,y,y,TRUE
P41.W37,a,a,n,FALSE
P41.W38,a,a,y,FALSE
P41.W39,y,y,y,TRUE
P41.W40,a,y,y,FALSE
P41.W41,y,y,y,TRUE
P41.W42,y,y,y,TRUE
P41.W43,y,y,y,TRUE
P41.W44,y,y,y,TRUE
P41.W45,y,y,a,FALSE
P41.W46,y,a,a,FALSE
P41.W47,a,a,a,TRUE
P41.W48,y,y,y,TRUE
P41.W49,y,y,y,TRUE
P41.W50,a,y,a,FALSE
P41.W51,y,y,y,TRUE
P41.W52,y,y,y,TRUE
P41.W53,y,y,y,TRUE
P41.W54,y,y,y,TRUE
P41.W55,y,y,y,TRUE
P41.W56,y,y,y,TRUE
P41.W57,y,y,y,TRUE
P41.W58,y,y,y,TRUE
P41.W59,y,y,y,TRUE
P41.W60,y,y,y,TRUE
P41.W61,a,a,a,TRUE
P41.W62,a,a,n,FALSE
P41.W63,a,y,a,FALSE
P41.W64,y,y,a,FALSE
P41.W65,y,y,y,TRUE
P41.W66,y,y,y,TRUE
P41.W67,y,a,a,FALSE
P41.W68,y,y,y,TRUE
P41.W69,y,y,y,TRUE
P41.W70,y,y,y,TRUE
P41.W71,a,a,a,TRUE
P41.W72,y,y,y,TRUE
P41.W73,y,y,y,TRUE
P41.W74,y,y,y,TRUE
P41.W75,y,y,y,TRUE
P41.W76,y,y,a,FALSE
P41.W77,y,y,a,FALSE
P41.W78,y,y,y,TRUE
P41.W79,y,y,y,TRUE
P41.W80,y,y,y,TRUE
P41.W81,y,y,y,TRUE
P41.W82,y,y,y,TRUE
P41.W83,y,y,y,TRUE
P41.W84,n,n,n,TRUE
P41.W85,y,y,a,FALSE
P41.W86,y,y,y,TRUE
P41.W87,y,y,a,FALSE
P41.W88,y,a,a,FALSE
P41.W89,y,y,y,TRUE
P41.W90,y,y,y,TRUE
P41.W91,y,y,y,TRUE
P41.W92,y,a,a,FALSE
P41.W93,y,y,a,FALSE
P41.W94,a,a,a,TRUE
P41.W95,y,y,y,TRUE
P41.W96,y,y,y,TRUE
P42.W01,a,a,a,TRUE
P42.W02,a,n,n,FALSE
P42.W03,n,n,n,TRUE
P42.W04,n,n,n,TRUE
P42.W05,a,a,a,TRUE
P42.W06,n,n,n,TRUE
P42.W07,a,n,n,FALSE
P42.W08,n,n,n,TRUE
P42.W09,y,y,a,FALSE
P42.W10,n,n,n,TRUE
P42.W11,a,a,a,TRUE
P42.W12,n,n,n,TRUE
P42.W13,a,a,n,FALSE
P42.W14,a,n,n,FALSE
P42.W15,a,a,a,TRUE
P42.W16,a,a,a,TRUE
P42.W17,n,a,n,FALSE
P42.W18,a,n,n,FALSE
P42.W19,a,a,a,TRUE
P42.W20,n,n,n,TRUE
P42.W21,y,a,a,FALSE
P42.W22,a,a,a,TRUE
P42.W23,n,n,n,TRUE
P42.W24,y,a,a,FALSE
P42.W25,a,a,n,FALSE
P42.W26,n,n,n,TRUE
P42.W27,n,n,n,TRUE
P42.W28,a,n,a,FALSE
P42.W29,a,a,a,TRUE
P42.W30,n,n,n,TRUE
P42.W31,a,y,a,FALSE
P42.W32,a,a,a,TRUE
P42.W33,a,a,y,FALSE
P42.W34,a,y,a,FALSE
P42.W35,n,n,n,TRUE
P42.W36,a,y,a,FALSE
P42.W37,a,n,n,FALSE
P42.W38,n,n,n,TRUE
P42.W39,a,a,a,TRUE
P42.W40,a,a,n,FALSE
P42.W41,a,a,a,TRUE
P42.W42,n,a,n,FALSE
P42.W43,y,a,a,FALSE
P42.W44,n,n,n,TRUE
P42.W45,n,a,n,FALSE
P42.W46,a,y,a,FALSE
P42.W47,a,n,n,FALSE
P42.W48,a,y,a,FALSE
P42.W49,a,a,a,TRUE
P42.W50,a,n,n,FALSE
P42.W51,a,n,n,FALSE
P42.W52,a,a,a,TRUE
P42.W53,a,a,a,TRUE
P42.W54,a,n,n,FALSE
P42.W55,a,y,a,FALSE
P42.W56,n,n,n,TRUE
P42.W57,a,n,a,FALSE
P42.W58,a,a,a,TRUE
P42.W59,a,y,a,FALSE
P42.W60,a,a,a,TRUE
P42.W61,a,n,n,FALSE
P42.W62,n,n,n,TRUE
P42.W63,a,a,n,FALSE
P42.W64,a,n,n,FALSE
P42.W65,a,a,n,FALSE
P42.W66,a,a,a,TRUE
P42.W67,n,n,n,TRUE
P42.W68,n,n,n,TRUE
P42.W69,a,n,n,FALSE
P42.W70,a,a,a,TRUE
P42.W71,a,n,n,FALSE
P42.W72,y,y,a,FALSE
P42.W73,a,a,a,TRUE
P42.W74,y,a,a,FALSE
P42.W75,a,a,n,FALSE
P42.W76,n,n,n,TRUE
P42.W77,n,n,n,TRUE
P42.W78,a,n,n,FALSE
P42.W79,a,a,a,TRUE
P42.W80,a,a,a,TRUE
P42.W81,a,a,a,TRUE
P42.W82,a,a,a,TRUE
P42.W83,a,a,y,FALSE
P42.W84,n,n,n,TRUE
P42.W85,a,n,n,FALSE
P42.W86,a,a,a,TRUE
P42.W87,n,n,n,TRUE
P42.W88,a,a,n,FALSE
P42.W89,a,a,n,FALSE
P42.W90,a,a,a,TRUE
P42.W91,n,n,n,TRUE
P42.W92,a,a,n,FALSE
P42.W93,a,n,n,FALSE
P42.W94,n,n,n,TRUE
P42.W95,a,a,a,TRUE
P42.W96,a,a,a,TRUE
P43.W01,y,y,y,TRUE
P43.W02,y,y,y,TRUE
P43.W03,y,a,a,FALSE
P43.W04,y,a,a,FALSE
P43.W05,y,a,y,FALSE
P43.W06,a,a,a,TRUE
P43.W07,y,y,y,TRUE
P43.W08,y,y,y,TRUE
P43.W09,y,y,y,TRUE
P43.W10,a,n,a,FALSE
P43.W11,y,y,y,TRUE
P43.W12,a,a,a,TRUE
P43.W13,y,y,y,TRUE
P43.W14,y,y,a,FALSE
P43.W15,y,y,y,TRUE
P43.W16,y,y,y,TRUE
P43.W17,n,a,n,FALSE
P43.W18,a,y,y,FALSE
P43.W19,y,y,y,TRUE
P43.W20,y,y,y,TRUE
P43.W21,y,y,y,TRUE
P43.W22,y,y,a,FALSE
P43.W23,a,a,a,TRUE
P43.W24,y,y,y,TRUE
P43.W25,y,y,y,TRUE
P43.W26,a,y,a,FALSE
P43.W27,y,y,y,TRUE
P43.W28,a,a,a,TRUE
P43.W29,y,y,y,TRUE
P43.W30,y,y,y,TRUE
P43.W31,y,y,y,TRUE
P43.W32,y,y,y,TRUE
P43.W33,y,y,y,TRUE
P43.W34,y,y,a,FALSE
P43.W35,y,y,a,FALSE
P43.W36,y,y,y,TRUE
P43.W37,a,y,a,FALSE
P43.W38,a,y,y,FALSE
P43.W39,y,y,a,FALSE
P43.W40,y,y,a,FALSE
P43.W41,y,y,y,TRUE
P43.W42,y,y,y,TRUE
P43.W43,y,y,y,TRUE
P43.W44,y,y,y,TRUE
P43.W45,y,a,a,FALSE
P43.W46,y,y,a,FALSE
P43.W47,a,a,a,TRUE
P43.W48,y,y,y,TRUE
P43.W49,y,y,y,TRUE
P43.W50,a,a,a,TRUE
P43.W51,y,y,y,TRUE
P43.W52,y,y,y,TRUE
P43.W53,y,y,y,TRUE
P43.W54,y,y,y,TRUE
P43.W55,y,y,y,TRUE
P43.W56,y,y,y,TRUE
P43.W57,y,y,y,TRUE
P43.W58,y,y,y,TRUE
P43.W59,y,y,y,TRUE
P43.W60,y,y,y,TRUE
P43.W61,y,a,a,FALSE
P43.W62,a,a,a,TRUE
P43.W63,y,y,a,FALSE
P43.W64,y,y,a,FALSE
P43.W65,y,y,y,TRUE
P43.W66,y,y,y,TRUE
P43.W67,y,y,a,FALSE
P43.W68,y,y,y,TRUE
P43.W69,y,y,a,FALSE
P43.W70,y,y,y,TRUE
P43.W71,a,a,a,TRUE
P43.W72,y,y,y,TRUE
P43.W73,y,y,y,TRUE
P43.W74,y,y,y,TRUE
P43.W75,y,y,a,FALSE
P43.W76,y,y,y,TRUE
P43.W77,y,y,a,FALSE
P43.W78,y,y,y,TRUE
P43.W79,y,y,y,TRUE
P43.W80,y,y,y,TRUE
P43.W81,y,y,y,TRUE
P43.W82,a,y,y,FALSE
P43.W83,y,y,y,TRUE
P43.W84,n,n,n,TRUE
P43.W85,y,y,a,FALSE
P43.W86,y,y,y,TRUE
P43.W87,a,a,a,TRUE
P43.W88,a,a,a,TRUE
P43.W89,y,y,y,TRUE
P43.W90,y,y,y,TRUE
P43.W91,y,y,y,TRUE
P43.W92,y,y,y,TRUE
P43.W93,y,a,a,FALSE
P43.W95,y,y,y,TRUE
P43.W96,y,y,y,TRUE
P44.W01,y,y,y,TRUE
P44.W02,y,y,y,TRUE
P44.W03,y,a,y,FALSE
P44.W04,y,a,a,FALSE
P44.W05,a,y,y,FALSE
P44.W06,a,n,a,FALSE
P44.W07,a,a,a,TRUE
P44.W08,y,y,y,TRUE
P44.W09,y,y,a,FALSE
P44.W10,a,n,n,FALSE
P44.W11,y,y,a,FALSE
P44.W12,a,y,a,FALSE
P44.W13,y,y,a,FALSE
P44.W14,y,y,y,TRUE
P44.W15,y,y,y,TRUE
P44.W16,y,y,y,TRUE
P44.W17,a,n,n,FALSE
P44.W18,a,a,a,TRUE
P44.W19,y,y,y,TRUE
P44.W20,y,y,y,TRUE
P44.W21,y,y,a,FALSE
P44.W22,y,y,y,TRUE
P44.W23,a,a,n,FALSE
P44.W24,y,y,y,TRUE
P44.W25,y,a,a,FALSE
P44.W26,y,a,a,FALSE
P44.W27,y,y,y,TRUE
P44.W28,a,a,n,FALSE
P44.W29,y,y,y,TRUE
P44.W30,y,a,a,FALSE
P44.W31,y,y,a,FALSE
P44.W32,y,y,y,TRUE
P44.W33,y,y,y,TRUE
P44.W34,y,y,y,TRUE
P44.W35,y,y,y,TRUE
P44.W36,y,y,y,TRUE
P44.W37,y,a,a,FALSE
P44.W38,y,y,y,TRUE
P44.W39,y,y,y,TRUE
P44.W40,y,y,y,TRUE
P44.W41,y,y,y,TRUE
P44.W42,y,y,y,TRUE
P44.W43,y,y,y,TRUE
P44.W44,y,y,a,FALSE
P44.W45,y,y,y,TRUE
P44.W46,y,a,a,FALSE
P44.W47,a,y,a,FALSE
P44.W48,y,y,y,TRUE
P44.W49,y,y,y,TRUE
P44.W50,a,n,n,FALSE
P44.W51,y,y,y,TRUE
P44.W52,y,y,y,TRUE
P44.W53,y,y,y,TRUE
P44.W54,y,y,y,TRUE
P44.W55,y,y,y,TRUE
P44.W56,y,y,y,TRUE
P44.W57,y,y,y,TRUE
P44.W58,y,y,a,FALSE
P44.W59,y,y,y,TRUE
P44.W60,y,y,y,TRUE
P44.W61,a,y,a,FALSE
P44.W62,y,y,a,FALSE
P44.W63,y,y,a,FALSE
P44.W64,y,y,a,FALSE
P44.W65,a,a,a,TRUE
P44.W66,y,y,y,TRUE
P44.W67,y,y,y,TRUE
P44.W68,y,y,y,TRUE
P44.W69,y,y,y,TRUE
P44.W70,y,y,y,TRUE
P44.W71,a,a,a,TRUE
P44.W72,y,y,y,TRUE
P44.W73,y,y,y,TRUE
P44.W74,y,y,y,TRUE
P44.W75,y,y,y,TRUE
P44.W76,y,y,y,TRUE
P44.W77,y,a,a,FALSE
P44.W78,y,y,a,FALSE
P44.W79,y,y,y,TRUE
P44.W80,y,y,y,TRUE
P44.W81,y,y,y,TRUE
P44.W82,y,y,y,TRUE
P44.W83,y,y,y,TRUE
P44.W84,a,n,n,FALSE
P44.W85,y,y,a,FALSE
P44.W86,y,y,y,TRUE
P44.W88,y,a,a,FALSE
P44.W89,y,y,y,TRUE
P44.W90,y,y,y,TRUE
P44.W91,y,y,y,TRUE
P44.W92,y,y,a,FALSE
P44.W93,y,y,a,FALSE
P44.W94,a,a,n,FALSE
P44.W95,y,y,y,TRUE
P44.W96,y,y,a,FALSE
P45.W01,a,y,a,FALSE
P45.W02,a,a,a,TRUE
P45.W03,y,a,a,FALSE
P45.W04,y,a,a,FALSE
P45.W05,y,y,a,FALSE
P45.W06,a,a,a,TRUE
P45.W07,y,y,a,FALSE
P45.W08,y,y,y,TRUE
P45.W09,y,y,y,TRUE
P45.W10,y,a,a,FALSE
P45.W11,y,y,y,TRUE
P45.W12,a,a,a,TRUE
P45.W13,y,y,y,TRUE
P45.W14,y,y,a,FALSE
P45.W15,y,y,y,TRUE
P45.W16,y,y,y,TRUE
P45.W17,n,a,a,FALSE
P45.W18,a,a,a,TRUE
P45.W19,y,y,y,TRUE
P45.W20,y,y,y,TRUE
P45.W21,y,a,y,FALSE
P45.W22,y,y,y,TRUE
P45.W23,a,a,n,FALSE
P45.W24,y,y,y,TRUE
P45.W25,y,y,a,FALSE
P45.W26,y,y,a,FALSE
P45.W27,y,y,a,FALSE
P45.W28,a,a,n,FALSE
P45.W29,y,y,a,FALSE
P45.W30,y,y,a,FALSE
P45.W31,y,y,y,TRUE
P45.W32,y,y,y,TRUE
P45.W33,y,y,y,TRUE
P45.W34,y,y,a,FALSE
P45.W35,y,y,a,FALSE
P45.W36,y,y,y,TRUE
P45.W37,y,y,a,FALSE
P45.W38,y,y,a,FALSE
P45.W39,y,a,y,FALSE
P45.W40,y,y,a,FALSE
P45.W41,y,y,y,TRUE
P45.W42,y,y,y,TRUE
P45.W43,y,y,y,TRUE
P45.W44,y,y,y,TRUE
P45.W45,y,y,a,FALSE
P45.W46,a,y,y,FALSE
P45.W47,a,a,n,FALSE
P45.W48,y,y,y,TRUE
P45.W49,y,y,y,TRUE
P45.W50,a,n,n,FALSE
P45.W51,y,y,y,TRUE
P45.W52,a,y,y,FALSE
P45.W53,y,y,y,TRUE
P45.W54,y,y,y,TRUE
P45.W55,y,y,y,TRUE
P45.W56,y,y,y,TRUE
P45.W57,y,y,y,TRUE
P45.W58,y,y,y,TRUE
P45.W59,y,y,y,TRUE
P45.W60,y,y,y,TRUE
P45.W61,y,a,a,FALSE
P45.W62,y,y,a,FALSE
P45.W63,y,a,a,FALSE
P45.W64,y,a,y,FALSE
P45.W65,y,y,a,FALSE
P45.W66,y,y,y,TRUE
